Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
349 Decatur Street Southeast,Atlanta,GA,30312,"$1,235 - $2,801",2008,684,Apartment,"690-1,679",,0,0,1,1,2,NA,46,NA,7,NA,1,3,1,8,1,6,85,8,1,3,340,8,108,47,237,44,145,73,33.749903,-84.378298,4,19955,3.14,10.1,34.6,2.91,68,3.8,13000,0.33,0.011,1.5,0.092,0.00011,53,59,46,1,10,4,7,https://www.trulia.com/c/ca/atlanta/pencil-factory-flats-349-decatur-st-se-atlanta-ga-30312--2092068494,4037102481,13,121,11900,2088,1.3121E+14,Block 2088,G5040,U,3817,U,S,24753,0,33.7495324,-84.3781416
1265 Mount Vernon Highway,Atlanta,GA,30338,"$1,336 - $2,281",1997,2111,Apartment,"779-1,560",,1,1,1,1,7,NA,3,1,NA,NA,1,6,1,5,1,7,95,5,0,0,101,2,16,19,219,5,66,17,33.936259,-84.349046,4,14777,3.14,10.1,35.7,1.47,56,2.4,1500,0.029,0.012,0.15,0.14,0.00012,32,49,16,8,3,10,9,https://www.trulia.com/c/ca/atlanta/mount-vernon-flats-at-the-perimeter-1265-mount-vernon-hwy-atlanta-ga-30338--2030478156,4036739109,13,121,10110,1000,1.3121E+14,Block 1000,G5040,U,3817,U,S,36102,0,33.935984,-84.3485367
240 East Belle Isle Road,Atlanta,GA,30342,"$1,200 - $2,245",NA,937,Apartment,"723-1,378",,1,1,1,1,1,NA,101,NA,15,NA,1,5,1,5,1,7,89,7,0,0,36,3,10,3,53,7,103,23,33.890663,-84.379507,4,10905,3.14,10.2,35.3,1.36,55,2.4,600,0.18,0.012,0.12,0.11,0.00087,36,37,34,5,10,7,11,https://www.trulia.com/c/ca/atlanta/arium-chastain-240-e-belle-isle-rd-atlanta-ga-30342--1999999849,4036389490,13,121,10114,3003,1.3121E+14,Block 3003,G5040,U,3817,U,S,657547,7842,33.8905536,-84.375836
5555 Roswell Road,Atlanta,GA,30342,"$1,085 - $1,560",NA,95,Apartment,"1,000-1,500",,1,1,1,1,1,NA,101,NA,15,NA,1,3,1,5,1,7,89,7,0,0,96,6,24,10,111,16,151,43,33.907166,-84.378647,4,16125,3.14,10.1,35.5,1.78,58,2.7,4200,0.068,0.012,0.13,0.12,0.00025,44,48,40,14,13,8,11,https://www.trulia.com/c/ca/atlanta/the-whitney-5555-roswell-rd-atlanta-ga-30342--2030507740,4037191244,13,121,10113,1005,1.3121E+14,Block 1005,G5040,U,3817,U,S,483137,4838,33.9059978,-84.3747477
2200 Ranchwood Drive Northeast,Atlanta,GA,30345,"$1,134 - $2,288",NA,33,Apartment,"799-1,476",,1,1,1,1,31,6,122,NA,NA,NA,1,5,1,6,1,7,94,4,0,0,64,4,7,6,106,4,65,13,33.848573,-84.251493,4,6130,3.14,10.1,35.4,1.33,56,2.6,2000,0.066,0.01,2,0.17,0,28,38,18,3,4,6,19,https://www.trulia.com/c/ca/atlanta/providence-of-northlake-2200-ranchwood-dr-ne-atlanta-ga-30345--2092193619,9000044878,13,89,21810,1007,1.3089E+14,Block 1007,G5040,U,3817,U,S,425361,0,33.8496514,-84.2534482
3205 Cumberland Boulevard,Atlanta,GA,30339,"$1,465 - $2,520",NA,91,Apartment,"740-1,333",,1,1,1,1,NA,21,387,NA,33,NA,1,7,1,6,1,5,99,1,0,0,134,2,24,14,138,15,77,28,33.877475,-84.462234,4,8562,3.14,10.1,35.1,1.78,57,2.6,1900,0.029,0.013,0.58,0.06,0.065,29,39,19,3,2,6,11,https://www.trulia.com/c/ca/atlanta/modera-vinings-3205-cumberland-blvd-atlanta-ga-30339--2345756547,9001396889,13,67,31207,1003,1.3067E+14,Block 1003,G5040,U,3817,U,S,119434,5989,33.8790758,-84.4624957
4687 Camp Creek Parkway,Atlanta,GA,30331,"$1,180 - $2,365",2008,889,Apartment,"880-1,590",,1,1,1,1,80,NA,709,NA,106,NA,1,6,1,4,1,5,85,14,0,0,2,0,4,0,3,2,4,4,33.656049,-84.495132,4,11414,3.14,9.92,34.2,1.39,53,3.4,2500,0.074,0.012,0.84,0.065,0.16,75,98,51,1,12,10,7,https://www.trulia.com/c/ca/atlanta/walton-lakes-4687-camp-creek-pkwy-atlanta-ga-30331--1150379711,4042670711,13,121,11305,1006,1.3121E+14,Block 1006,G5040,U,3817,U,S,97109,0,33.6584119,-84.4961174
1438 Bouldercrest Road Southeast,Atlanta,GA,30316,"$950 - $1,809",NA,571,Apartment,"650-1,155",,1,1,1,1,103,5,393,NA,NA,NA,0,0,1,2,1,3,92,7,0,0,5,1,5,0,11,1,6,1,33.717264,-84.329855,4,8766,3.14,9.99,34.5,1.43,55,2.9,1500,0.26,0.011,1.1,0.16,4.60E-05,63,80,47,2,14,9,12,https://www.trulia.com/c/ca/atlanta/ashford-east-village-1438-bouldercrest-rd-se-atlanta-ga-30316--2092094227,4000940596,13,89,23803,4005,1.3089E+14,Block 4005,G5040,U,3817,U,S,62315,1485,33.7181333,-84.328177
2432 Johnson Ferry Road Northeast,Atlanta,GA,30341,"$1,290 - $2,646",2001,722,Apartment,"742-1,446",,1,1,1,1,89,20,545,NA,NA,NA,1,7,1,7,1,8,89,9,0,0,51,5,11,9,72,6,33,13,33.886632,-84.316512,4,8468,3.14,10.1,35.5,1.16,54,2.3,310,0.28,0.011,0.37,0.34,0.00091,32,37,28,15,11,9,15,https://www.trulia.com/c/ca/atlanta/exchange-at-north-haven-by-cortland-2432-johnson-ferry-rd-ne-atlanta-ga-30341--1999999337,4010600279,13,89,21209,1011,1.3089E+14,Block 1011,G5040,U,3817,U,S,303771,0,33.890355,-84.3142122
2400 Parkland Drive Northeast,Atlanta,GA,30324,"$1,246 - $2,812",2000,894,Apartment,"702-1,374",,1,1,1,1,1,1,92,NA,NA,NA,1,5,1,6,1,7,93,5,0,2,86,4,41,11,221,10,165,56,33.819995,-84.365047,4,19588,3.14,10.2,34.9,2.1,60,2.9,5000,0.16,0.012,0.86,0.089,5.70E-07,40,47,33,5,9,5,7,https://www.trulia.com/c/ca/atlanta/amli-lindbergh-2400-parkland-dr-ne-atlanta-ga-30324--2092141536,4037102381,13,121,9402,1009,1.3121E+14,Block 1009,G5040,U,3817,U,S,74934,0,33.8192619,-84.365849
3280 Northside Parkway Northwest,Atlanta,GA,30327,"$1,661 - $7,728",2001,846,Apartment,"1,299-3,976",,2,2,2,2,3,NA,113,NA,11,NA,1,8,1,6,1,7,99,0,0,0,11,1,3,2,17,1,14,4,33.844502,-84.425449,4,5281,3.14,10.2,35,1.5,55,2.5,1800,0.2,0.012,1.4,0.07,0.0043,9,8,10,3,1,6,22,https://www.trulia.com/c/ca/atlanta/the-rocca-3280-northside-pkwy-nw-atlanta-ga-30327--2092150972,9000029326,13,121,9801,1006,1.3121E+14,Block 1006,G5040,U,3817,U,S,399735,0,33.8415076,-84.4238954
370 Northside Drive Northwest,Atlanta,GA,30318,"$1,193 - $2,183",2004,635,Apartment,"729-1,234",,1,1,1,1,5,NA,21,NA,2,NA,0,0,1,2,0,0,79,17,0,0,269,2,74,47,185,48,78,40,33.765234,-84.404321,4,20889,3.14,10.1,34.6,2.61,66,3.6,8500,0.21,0.012,0.7,0.074,7.20E-05,65,70,63,2,15,4,4,https://www.trulia.com/c/ca/atlanta/the-point-at-westside-370-northside-dr-nw-atlanta-ga-30318--2092119086,4036389627,13,121,11800,3011,1.3121E+14,Block 3011,G5040,U,3817,U,S,84024,0,33.7662053,-84.4061821
1220 Mecaslin Street Northwest,Atlanta,GA,30318,"$1,443 - $3,790",2015,882,Apartment,"638-1,482",,1,1,1,1,5,NA,199,NA,11,NA,1,5,2,6,1,6,79,17,0,0,231,6,98,48,238,68,158,58,33.787887,-84.399882,4,20913,3.14,10.2,34.7,2.81,66,3.6,8100,0.15,0.012,0.61,0.067,0.00044,47,49,39,4,3,1,2,https://www.trulia.com/c/ca/atlanta/steelworks-1220-mecaslin-st-nw-atlanta-ga-30318--2092109977,9000065647,13,121,600,1018,1.3121E+14,Block 1018,G5040,U,3817,U,S,127048,2002,33.7874384,-84.4022213
3558 Piedmont Road Northeast,Atlanta,GA,30305,"$1,370 - $3,590",NA,937,Apartment,"701-2,152",,1,1,1,1,NA,NA,93,NA,1,NA,1,7,1,6,1,7,97,2,0,0,193,4,61,35,534,24,264,76,33.851075,-84.379261,4,11283,3.14,10.2,35.1,1.59,59,2.7,1500,0.16,0.012,0.23,0.1,0.00045,17,20,13,3,1,4,12,https://www.trulia.com/c/ca/atlanta/the-manor-at-buckhead-3558-piedmont-rd-ne-atlanta-ga-30305--2092015315,4036389647,13,121,9601,2001,1.3121E+14,Block 2001,G5040,U,3817,U,S,312922,0,33.8490617,-84.3793196
500 Briarvista Way Northeast,Atlanta,GA,30329,"$1,100 - $5,140",NA,110,Apartment,"594-1,639",,1,1,1,1,66,223,240,NA,NA,NA,1,5,1,6,1,6,88,9,0,2,64,5,11,12,63,5,46,32,33.815201,-84.331531,4,12836,3.14,10.1,35,1.55,58,2.7,640,0.24,0.011,0.45,0.099,0,37,39,35,6,4,6,12,https://www.trulia.com/c/ca/atlanta/post-briarcliff-500-briarvista-way-ne-atlanta-ga-30329--2092159468,4037139797,13,89,21504,1004,1.3089E+14,Block 1004,G5040,U,3817,U,S,7303,0,33.815486,-84.3315786
2800 Paces Ferry Road Northwest,Atlanta,GA,30339,"$999 - $2,399",1972,594,Apartment,"703-1,366",,1,1,1,1,NA,21,387,NA,33,NA,1,7,1,6,1,5,99,1,0,0,68,2,12,9,111,4,51,18,33.856233,-84.441605,4,2442,3.14,10.2,35,1.38,54,2.4,2300,0.12,0.013,0.96,0.068,0.033,11,13,9,0,0,8,16,https://www.trulia.com/c/ca/atlanta/district-at-vinings-2800-paces-ferry-rd-nw-atlanta-ga-30339--2340676596,9001336117,13,121,9700,1016,1.3121E+14,Block 1016,G5040,U,3817,U,S,315456,0,33.8581825,-84.4414055
751 Fairburn Road Southwest,Atlanta,GA,30331,"$1,038 - $1,375",2005,61,Apartment,"975-1,350",,1,1,1,1,10,NA,59,NA,8,NA,1,3,1,2,1,2,85,14,0,0,17,2,2,3,14,0,19,4,33.734542,-84.510564,4,8408,3.14,10,34.5,1.23,52,2.4,890,0.12,0.013,1.2,0.052,1,78,99,57,0,15,7,12,https://www.trulia.com/c/ca/atlanta/villas-at-princeton-lakes-751-fairburn-rd-sw-atlanta-ga-30331--2092174760,9000023631,13,121,7806,2000,1.3121E+14,Block 2000,G5040,U,3817,U,S,1002662,0,33.7384018,-84.5126767
855 Emory Point Drive,Atlanta,GA,30329,"$1,368 - $3,818",2012,169,Apartment,"510-1,614",,0,0,1,1,66,223,240,NA,NA,NA,1,5,1,6,1,6,88,9,0,2,50,2,9,9,33,6,29,32,33.801404,-84.328866,4,12767,3.14,10.1,34.9,1.41,56,2.6,71,0.24,0.011,0.54,0.086,0,33,35,27,4,2,3,10,https://www.trulia.com/c/ca/atlanta/gables-emory-point-855-emory-point-dr-atlanta-ga-30329--2030473408,4015598551,13,89,22402,2001,1.3089E+14,Block 2001,G5040,U,3817,U,S,352853,0,33.8022044,-84.3273047
2565 Shallowford Road Northeast,Atlanta,GA,30345,"$835 - $1,365",1973,111,Apartment,"800-1,535",,1,1,1,1,31,6,122,NA,NA,NA,1,4,1,6,1,7,94,4,0,0,24,1,7,3,7,3,17,13,33.862778,-84.287267,4,16124,3.14,10.1,35.4,1.59,56,2.6,4000,0.13,0.011,0.52,0.25,0,59,64,53,19,25,12,6,https://www.trulia.com/c/ca/atlanta/93-east-2565-shallowford-rd-ne-atlanta-ga-30345--2092195785,4014975518,13,89,21706,2008,1.3089E+14,Block 2008,G5040,U,3817,U,S,133324,0,33.8645802,-84.2855472
3380 Peachtree Road Northeast,Atlanta,GA,30326,"$1,387 - $10,674",2015,1207,Apartment,"580-1,440",,1,1,1,1,1,NA,133,NA,14,NA,1,7,1,6,1,7,86,10,0,5,189,5,54,38,526,24,243,70,33.848975,-84.365736,4,17319,3.14,10.2,35.1,1.66,60,2.8,1800,0.13,0.012,0.25,0.11,0.00024,21,25,16,3,3,5,15,https://www.trulia.com/c/ca/atlanta/cyan-on-peachtree-3380-peachtree-rd-ne-atlanta-ga-30326--2092146426,4036339512,13,121,10002,3027,1.3121E+14,Block 3027,G5040,U,3817,U,S,211988,0,33.8506845,-84.365951
50 Lincoln Court Avenue NE,Atlanta,GA,30329,"$1,084 - $2,271",NA,722,Apartment,"762-1,400",,1,1,1,1,66,223,240,NA,NA,NA,1,3,1,4,1,5,88,9,0,2,66,4,18,9,76,7,31,26,33.836023,-84.338696,4,18166,3.14,10.1,35.1,1.72,59,2.8,2000,0.085,0.011,0.31,0.12,0,51,59,43,16,14,8,6,https://www.trulia.com/c/ca/atlanta/marq-at-brookhaven-50-lincoln-court-ave-ne-atlanta-ga-30329--2092159492,9000068045,13,89,21417,1005,1.3089E+14,Block 1005,G5040,U,3817,U,S,17520,0,33.8362472,-84.3389297
7700 Colquitt Road,Atlanta,GA,30350,"$995 - $2,189",NA,367,Apartment,"900-1,590",,1,1,1,1,1,NA,3,NA,1,NA,1,6,1,5,1,7,95,5,0,0,10,1,3,0,14,5,13,10,33.96528,-84.351277,4,14699,3.14,10,35.8,1.37,55,2.3,2800,0.012,0.012,0.16,0.1,0.00039,46,56,36,5,5,7,7,https://www.trulia.com/c/ca/atlanta/radius-sandy-springs-7700-colquitt-rd-atlanta-ga-30350--2030548802,4041923060,13,121,10117,1003,1.3121E+14,Block 1003,G5040,U,3817,U,S,42686,0,33.9662933,-84.3534792
5501 Glenridge Drive,Atlanta,GA,30342,"$1,080 - $2,135",1990,600,Apartment,"1,000-1,310",,1,1,1,1,1,NA,101,NA,15,NA,1,5,1,5,1,7,89,7,0,0,56,4,9,6,49,8,88,21,33.904341,-84.369996,4,16158,3.14,10.1,35.5,1.81,59,2.7,4400,0.071,0.012,0.13,0.12,0.00031,45,50,40,13,13,8,10,https://www.trulia.com/c/ca/atlanta/arium-glenridge-5501-glenridge-dr-atlanta-ga-30342--2030507532,4036389665,13,121,10113,3019,1.3121E+14,Block 3019,G5040,U,3817,U,S,244096,0,33.9039166,-84.3675404
57 Trowbridge Lk,Atlanta,GA,30328,"$1,130 - $1,914",NA,882,Apartment,"1,000-1,400",,1,1,1,1,0,0,0,0,0,0,1,6,1,5,1,7,93,3,0,0,9,1,3,0,13,4,13,11,33.961366,-84.36032,4,15922,3.14,10,35.8,1.33,54,2.3,2000,0.012,0.012,0.19,0.099,0.00046,43,56,31,5,3,7,8,https://www.trulia.com/c/ca/atlanta/marquis-at-perimeter-center-57-trowbridge-lk-atlanta-ga-30328--2030467574,9000060184,13,121,10117,2005,1.3121E+14,Block 2005,G5040,U,3817,U,S,805,0,33.9613531,-84.3601691
100 Akers Ridge Drive Southeast,Atlanta,GA,30339,"$980 - $2,035",1987,218,Apartment,"598-1,309",,1,1,1,1,NA,21,387,NA,33,NA,1,4,1,6,1,8,99,1,0,0,68,0,13,9,56,14,25,15,33.890537,-84.450277,4,7456,3.14,10.1,35.3,1.95,58,2.7,2800,0.029,0.013,0.15,0.065,0.12,36,54,19,6,2,8,4,https://www.trulia.com/c/ca/atlanta/gables-mill-100-akers-ridge-dr-se-atlanta-ga-30339--2092177567,4037881253,13,67,30339,2009,1.3067E+14,Block 2009,G5040,U,3817,U,S,1653426,0,33.8885597,-84.4479033
2151 Cumberland Parkway Southeast,Atlanta,GA,30339,"$1,000 - $1,690",NA,312,Apartment,"806-1,408",,1,1,1,1,NA,21,387,NA,33,NA,1,7,1,6,1,5,99,1,0,0,36,4,9,6,41,3,37,14,33.852364,-84.481434,4,10397,3.14,10.1,35,1.74,58,2.8,2600,0.035,0.013,2.5,0.053,0.02,30,45,14,2,4,8,10,https://www.trulia.com/c/ca/atlanta/magnolia-vinings-2151-cumberland-pkwy-se-atlanta-ga-30339--2092178568,4036315398,13,67,31211,1000,1.3067E+14,Block 1000,G5040,U,3817,U,S,92971,0,33.8518287,-84.4828532
675 Ponce De Leon Avenue NE,Atlanta,GA,30308,"$1,627 - $4,206",2014,593,Apartment,"575-1,570",,0,0,1,1,5,NA,11,NA,NA,NA,1,3,1,8,1,6,72,8,1,16,229,10,100,33,216,60,155,77,33.773348,-84.366021,4,29092,3.14,10.1,34.7,2.32,64,3.2,1700,0.43,0.011,0.98,0.079,1.10E-05,33,38,28,1,4,5,7,https://www.trulia.com/c/ca/atlanta/the-flats-at-ponce-city-market-675-ponce-de-leon-ave-ne-atlanta-ga-30308--2092035652,3241173079,13,121,1300,1017,1.3121E+14,Block 1017,G5040,U,3817,U,S,78750,0,33.7722268,-84.3660102
5450 Glenridge Drive,Atlanta,GA,30342,"$1,099 - $1,759",NA,934,Apartment,"642-1,297",,1,1,1,1,1,NA,101,NA,15,NA,1,5,1,5,1,7,89,7,0,0,80,4,19,7,71,9,103,24,33.902741,-84.374665,4,16935,3.14,10.1,35.4,1.75,58,2.7,3700,0.069,0.012,0.13,0.12,3.00E-04,45,49,42,12,12,8,10,https://www.trulia.com/c/ca/atlanta/charleston-court-5450-glenridge-dr-atlanta-ga-30342--1999999432,4014973173,13,121,10113,1005,1.3121E+14,Block 1005,G5040,U,3817,U,S,483137,4838,33.9059978,-84.3747477
77 East Andrews Drive NW,Atlanta,GA,30305,"$1,639 - $6,479",NA,722,Apartment,"793-2,491",,1,1,1,1,0,0,0,0,0,0,1,9,1,6,1,7,97,2,0,0,183,5,60,32,459,28,275,78,33.843656,-84.382014,4,13184,3.14,10.2,35.1,1.71,59,2.7,1000,0.23,0.012,0.36,0.091,0.00024,19,23,15,3,2,4,14,https://www.trulia.com/c/ca/atlanta/camden-paces-77-e-andrews-dr-nw-atlanta-ga-30305--2030454120,3222473990,13,121,9502,1011,1.3121E+14,Block 1011,G5040,U,3817,U,S,18436,0,33.8430032,-84.3837763
1570 Sheridan Road Northeast,Atlanta,GA,30324,"$1,230 - $2,970",NA,697,Apartment,"550-1,423",,1,1,1,1,49,185,586,NA,NA,NA,1,5,1,6,1,6,93,5,0,2,68,5,19,9,71,8,56,20,33.824859,-84.335745,4,13893,3.14,10.1,35,1.66,58,2.8,2000,0.16,0.011,0.41,0.11,0,45,49,41,10,8,7,8,https://www.trulia.com/c/ca/atlanta/belara-1570-sheridan-rd-ne-atlanta-ga-30324--2092139913,9000004746,13,89,21502,1007,1.3089E+14,Block 1007,G5040,U,3817,U,S,191050,0,33.8270678,-84.3339208
3000 Briarcliff Road Northeast,Atlanta,GA,30329,"$1,119 - $2,049",1997,722,Apartment,"650-1,335",,1,1,1,1,66,223,240,NA,NA,NA,1,5,1,6,1,7,88,9,0,2,63,1,13,9,62,6,22,13,33.837471,-84.3149,4,13898,3.14,10.1,35.2,1.72,59,2.8,2400,0.14,0.011,0.24,0.14,0,49,57,40,13,15,7,8,https://www.trulia.com/c/ca/atlanta/camden-st-clair-3000-briarcliff-rd-ne-atlanta-ga-30329--2092158467,3222473279,13,89,21603,2002,1.3089E+14,Block 2002,G5040,U,3817,U,S,459244,0,33.8367713,-84.3192101
5675 Roswell Road,Atlanta,GA,30342,"$1,085 - $1,610",1970,238,Apartment,"900-1,565",,1,1,1,1,1,NA,101,NA,15,NA,1,3,1,5,1,7,89,7,0,0,94,6,24,10,120,15,158,44,33.910074,-84.37877,4,15660,3.14,10.1,35.5,1.78,58,2.7,4400,0.067,0.012,0.14,0.12,0.00023,44,48,40,14,13,8,12,https://www.trulia.com/c/ca/atlanta/the-harrison-5675-roswell-rd-atlanta-ga-30342--2030508197,4036970543,13,121,10113,2003,1.3121E+14,Block 2003,G5040,U,3817,U,S,44186,0,33.9102808,-84.3749932
3378 Greenbriar Parkway Southwest,Atlanta,GA,30331,"$1,040 - $1,530",2008,537,Apartment,"885-1,243",,1,1,1,1,80,NA,709,NA,106,NA,1,3,1,2,0,0,85,14,0,0,32,1,0,0,65,0,30,1,33.683952,-84.500591,4,8352,3.14,9.95,34.3,1.25,51,2.6,2600,0.14,0.012,0.34,0.061,0.33,75,99,52,3,13,8,14,https://www.trulia.com/c/ca/atlanta/landing-square-3378-greenbriar-pkwy-sw-atlanta-ga-30331--2092166843,9000005529,13,121,7706,1017,1.3121E+14,Block 1017,G5040,U,3817,U,S,377074,0,33.6803779,-84.5024619
5750 Buffington Road,Atlanta,GA,30349,"$957 - $1,399",2008,824,Apartment,"849-1,435",,1,1,1,1,108,NA,305,108,NA,NA,1,3,1,2,1,2,88,11,0,0,5,0,1,0,4,0,1,0,33.600074,-84.499227,4,8221,3.14,9.82,34.1,1.17,53,3.4,750,0.033,0.012,2.1,0.066,0,68,98,39,0,9,5,6,https://www.trulia.com/c/ca/atlanta/legacy-ridge-5750-buffington-rd-atlanta-ga-30349--2030538637,4037085512,13,121,10511,2028,1.3121E+14,Block 2028,G5040,U,3817,U,S,139800,0,33.5994172,-84.5007287
2550 Akers Mill Road Southeast,Atlanta,GA,30339,"$1,125 - $2,070",NA,895,Apartment,"785-1,435",,1,1,1,1,NA,21,387,NA,33,NA,1,4,1,6,1,8,99,1,0,0,80,0,16,9,65,14,29,17,33.891008,-84.455325,4,7511,3.14,10.1,35.3,1.97,59,2.7,2800,0.026,0.013,0.15,0.064,0.12,40,57,22,7,3,9,3,https://www.trulia.com/c/ca/atlanta/walton-river-2550-akers-mill-rd-se-atlanta-ga-30339--2092179337,4042670708,13,67,30339,2030,1.3067E+14,Block 2030,G5040,U,3817,U,S,32475,0,33.8894169,-84.4548987
1155 Lavista Road Northeast,Atlanta,GA,30324,"$1,285 - $6,808",NA,326,Apartment,"582-1,389",,1,1,1,1,6,9,103,NA,NA,NA,1,5,1,6,1,7,93,5,0,2,84,4,35,10,145,5,143,46,33.817382,-84.348641,4,16988,3.14,10.2,35,1.96,59,2.9,4100,0.18,0.011,0.83,0.094,0,41,45,37,6,10,6,7,https://www.trulia.com/c/ca/atlanta/reserve-at-lavista-walk-1155-lavista-rd-ne-atlanta-ga-30324--2092138668,4027157369,13,121,9200,2003,1.3121E+14,Block 2003,G5040,U,3817,U,S,115242,0,33.8163392,-84.3502875
1000 Ashwood Parkway,Atlanta,GA,30338,"$1,305 - $2,890",NA,895,Apartment,"720-1,285",,1,1,1,1,7,NA,3,1,NA,NA,1,8,1,6,1,7,95,5,0,0,111,3,15,19,230,7,105,22,33.932593,-84.342079,4,15748,3.14,10.1,35.7,1.48,57,2.4,890,0.012,0.012,0.16,0.16,0.00029,32,46,18,9,4,9,8,https://www.trulia.com/c/ca/atlanta/walton-ashwood-1000-ashwood-pkwy-atlanta-ga-30338--2030477325,4042670746,13,89,21215,1017,1.3089E+14,Block 1017,G5040,U,3817,U,S,71799,0,33.9322184,-84.3415557
485 Lindbergh Place Northeast,Atlanta,GA,30324,"$1,238 - $4,330",NA,325,Apartment,"564-1,450",,0,0,1,1,49,185,586,NA,NA,NA,1,7,1,6,1,7,93,5,0,2,82,4,40,14,241,10,164,68,33.820115,-84.370963,4,17321,3.14,10.2,34.9,2.07,60,2.9,5400,0.19,0.012,0.78,0.086,3.40E-07,33,40,25,4,5,5,9,https://www.trulia.com/c/ca/atlanta/the-pointe-at-lindbergh-485-lindbergh-pl-ne-atlanta-ga-30324--2092143552,4004351678,13,121,9402,1018,1.3121E+14,Block 1018,G5040,U,3817,U,S,74978,0,33.8190465,-84.3719507
4867 Ashford Dunwoody Road,Atlanta,GA,30338,"$838 - $2,020",NA,538,Apartment,"588-1,521",,0,0,1,1,7,NA,3,1,NA,NA,1,9,1,6,1,7,95,5,0,0,105,4,20,19,211,6,69,25,33.937773,-84.337899,4,17742,3.14,10.1,35.7,1.4,56,2.4,530,0.017,0.012,0.17,0.16,3.00E-04,29,40,17,8,4,9,9,https://www.trulia.com/c/ca/atlanta/jefferson-at-perimeter-4867-ashford-dunwoody-rd-atlanta-ga-30338--2030484005,3243614441,13,89,21215,2002,1.3089E+14,Block 2002,G5040,U,3817,U,S,359200,0,33.9384326,-84.3329697
2000 Asbury Square,Atlanta,GA,30346,"$1,048 - $1,975",NA,441,Apartment,"655-1,700",,1,1,1,1,0,0,0,0,0,0,1,8,1,6,1,7,88,5,0,7,98,3,15,13,213,5,101,16,33.927621,-84.330824,4,14246,3.14,10.1,35.7,1.45,56,2.4,1000,0.03,0.011,0.21,0.18,0.00072,31,44,18,8,3,9,8,https://www.trulia.com/c/ca/atlanta/arrive-perimeter-2000-asbury-sq-atlanta-ga-30346--2030521281,4009812472,13,89,21216,2009,1.3089E+14,Block 2009,G5040,U,3817,U,S,146158,0,33.9281946,-84.3318477
265 Ponce De Leon Avenue NE,Atlanta,GA,30308,"$1,239 - $2,959",2002,882,Apartment,"606-1,560",,0,0,1,1,15,NA,400,NA,27,NA,1,3,1,8,1,6,72,8,1,16,363,9,146,58,232,72,163,94,33.772534,-84.378512,4,37021,3.14,10.1,34.7,3.16,72,3.9,7300,0.28,0.012,0.82,0.076,1.20E-05,40,45,30,2,5,3,5,https://www.trulia.com/c/ca/atlanta/camden-midtown-atlanta-265-ponce-de-leon-ave-ne-atlanta-ga-30308--2092032745,3222473618,13,121,1201,2008,1.3121E+14,Block 2008,G5040,U,3817,U,S,18811,0,33.7718966,-84.3784144
3311 Flowers Road South,Atlanta,GA,30341,"$1,019 - $1,775",1988,545,Apartment,"600-1,330",,1,1,1,1,88,20,541,NA,NA,NA,1,5,1,6,1,7,89,9,0,0,37,3,7,4,31,4,29,10,33.873032,-84.256628,4,9198,3.14,10.1,35.6,1.51,56,2.6,3100,0.033,0.01,1.7,0.26,0,41,50,32,8,7,6,12,https://www.trulia.com/c/ca/atlanta/cantera-by-cortland-3311-flowers-rd-s-atlanta-ga-30341--2175003399,4015144933,13,89,21705,3001,1.3089E+14,Block 3001,G5040,U,3817,U,S,440137,0,33.8706933,-84.259396
4695 North Church Lane SE,Atlanta,GA,30339,"$1,060 - $2,340",NA,571,Apartment,"790-1,504",,1,1,1,1,NA,21,387,NA,33,NA,1,6,1,6,1,5,99,1,0,0,29,3,6,3,19,2,22,8,33.839417,-84.480392,4,8994,3.14,10.1,34.9,1.73,59,3,3400,0.022,0.013,3.9,0.051,0.022,32,45,18,2,2,8,9,https://www.trulia.com/c/ca/atlanta/arium-vinings-station-4695-n-church-ln-se-atlanta-ga-30339--2030489075,4036389630,13,67,31205,3029,1.3067E+14,Block 3029,G5040,U,3817,U,S,55723,0,33.8392741,-84.4825443
