Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
3720 Bardfield Court,Cumming,GA,30041.0,"$1,995 ",1995.0,1.0,Single-Family Home,"1,976",,3.0,3.0,2.0,2.0,16.0,586.0,163.0,,,,1.0,9.0,1.0,9.0,1.0,10.0,98.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,14.0,1.0,7.0,5.0,34.089426,-84.180426,4,7719,3.14,9.7,36.4,0.875,48,1.7,30.0,0.0099,0.0099,0.16,0.075,3.4e-05,17,26,8,1,2,8,9,https://www.trulia.com/c/ca/p/ga/cumming/3720-bardfield-ct-cumming-ga-30041--1072976996,4014698675.0,13.0,117.0,130606.0,1000.0,131171000000000.0,Block 1000,G5040,U,3817.0,U,S,181524.0,0.0,34.087526700000005,-84.17946640000001
4422 Marci Street,Snellville,GA,30039.0,"$1,255 ",,29.0,Single-Family Home,"1,404",,3.0,3.0,2.0,2.0,65.0,56.0,157.0,,,,1.0,5.0,1.0,6.0,1.0,3.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,33.772239,-84.038758,4,7725,3.14,9.8,35.9,0.8079999999999999,49,1.9,78.0,0.021,0.0086,0.11,0.04,0.0044,55,77,33,3,5,5,6,https://www.trulia.com/c/ca/p/ga/snellville/4422-marci-st-snellville-ga-30039--1073357297,4045558035.0,13.0,135.0,50709.0,1023.0,131351000000000.0,Block 1023,G5040,U,3817.0,U,S,100571.0,0.0,33.7719039,-84.0369527
68 Herbert Hayes Drive,Lawrenceville,GA,30046.0,"$1,189 ",,17.0,Single-Family Home,"1,025",,3.0,3.0,2.0,2.0,99.0,81.0,348.0,,,,1.0,6.0,0.0,0.0,1.0,5.0,97.0,2.0,0.0,0.0,32.0,5.0,2.0,5.0,63.0,4.0,31.0,9.0,33.950115000000004,-83.974129,4,10037,3.14,9.7,36.2,0.9420000000000001,49,1.9,120.0,0.04,0.0083,0.65,0.049,4.2e-05,69,72,65,6,30,8,9,https://www.trulia.com/c/ca/p/ga/lawrenceville/68-herbert-hayes-dr-lawrenceville-ga-30046--1008394104,4018739983.0,13.0,135.0,50546.0,2011.0,131351000000000.0,Block 2011,G5040,U,3817.0,U,S,18156.0,0.0,33.9497208,-83.9749635
1487 Woodfern Drive,Decatur,GA,30030.0,"$1,375 ",1952.0,77.0,Single-Family Home,"1,192",,3.0,3.0,2.0,2.0,39.0,10.0,95.0,,,,1.0,2.0,1.0,6.0,1.0,6.0,87.0,6.0,0.0,2.0,29.0,3.0,2.0,0.0,38.0,4.0,33.0,4.0,33.749801,-84.280528,4,9581,3.14,10.0,34.8,1.22,55,2.6,7.0,0.56,0.01,0.2,0.096,0.0,49,60,38,0,17,8,11,https://www.trulia.com/c/ca/p/ga/decatur/1487-woodfern-dr-decatur-ga-30030--1042557424,3155550522.0,13.0,89.0,22900.0,3031.0,130890000000000.0,Block 3031,G5040,U,3817.0,U,S,14038.0,0.0,33.7495527,-84.2808184
160 Wills Lane,Alpharetta,GA,30009.0,"$1,800 ",,15.0,Single-Family Home,"1,790",,3.0,3.0,2.0,2.0,8.0,11.0,24.0,,,,1.0,7.0,1.0,8.0,1.0,8.0,99.0,0.0,0.0,0.0,28.0,1.0,2.0,3.0,47.0,5.0,38.0,21.0,34.06963,-84.314601,4,6116,3.14,9.8,36.3,1.05,50,1.9,120.0,0.027000000000000003,0.011000000000000001,0.1,0.061,3.8e-05,32,39,25,5,9,8,12,https://www.trulia.com/c/ca/p/ga/alpharetta/160-wills-ln-alpharetta-ga-30009--2029245364,4043442047.0,13.0,121.0,11611.0,2003.0,131210000000000.0,Block 2003,G5040,U,3817.0,U,S,791034.0,2658.0,34.06841729999999,-84.3183499
4070 Bowie Court,Clarkston,GA,30021.0,"$1,700 ",,219.0,Single-Family Home,,,3.0,3.0,2.0,2.0,57.0,3.0,86.0,,,,1.0,3.0,1.0,4.0,1.0,4.0,88.0,12.0,0.0,1.0,26.0,3.0,7.0,2.0,16.0,1.0,20.0,3.0,33.813334000000005,-84.222021,4,15704,3.14,10.0,35.4,1.26,54,2.4,660.0,0.07400000000000001,0.01,0.95,0.09300000000000001,0.0,69,83,55,13,21,8,8,https://www.trulia.com/c/ca/p/ga/clarkston/4070-bowie-ct-clarkston-ga-30021--1008784091,4037870165.0,13.0,89.0,22004.0,1004.0,130890000000000.0,Block 1004,G5040,U,3817.0,U,S,78180.0,0.0,33.813652600000005,-84.2231558
82 Caldwell Road,Lawrenceville,GA,30046.0,"$1,425 ",,16.0,Single-Family Home,"2,398",,3.0,3.0,2.0,2.0,99.0,81.0,348.0,,,,1.0,8.0,0.0,0.0,1.0,5.0,97.0,2.0,0.0,0.0,6.0,3.0,2.0,1.0,8.0,2.0,7.0,3.0,33.963057,-83.960999,4,10438,3.14,9.69,36.3,0.883,48,1.8,76.0,0.034,0.0082,1.0,0.047,3.7e-06,59,71,47,6,19,9,5,https://www.trulia.com/c/ca/p/ga/lawrenceville/82-caldwell-rd-lawrenceville-ga-30046--1008616911,4047487734.0,13.0,135.0,50545.0,3033.0,131351000000000.0,Block 3033,G5040,U,3817.0,U,S,59232.0,0.0,33.9630286,-83.9619066
754 Shore Drive,Lithonia,GA,30058.0,"$1,095 ",,4.0,Single-Family Home,"1,396",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,2.0,1.0,4.0,1.0,4.0,92.0,7.0,0.0,0.0,17.0,2.0,0.0,1.0,3.0,1.0,8.0,0.0,33.774186,-84.101607,4,9587,3.14,9.85,35.7,0.9,51,2.0,70.0,0.0071,0.0089,0.26,0.046,0.0023,60,96,23,1,10,4,7,https://www.trulia.com/c/ca/p/ga/lithonia/754-shore-dr-lithonia-ga-30058--1005745340,4048828473.0,13.0,89.0,23316.0,2001.0,130890000000000.0,Block 2001,G5040,U,3817.0,U,S,943441.0,87030.0,33.771443,-84.0973185
2932 Tiffany Drive Southwest,Marietta,GA,30008.0,"$1,300 ",1969.0,7.0,Single-Family Home,"1,273",,3.0,3.0,2.0,2.0,,29.0,130.0,,45.0,,1.0,4.0,1.0,5.0,1.0,3.0,94.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,14.0,1.0,33.881427,-84.614976,4,10142,3.14,9.93,35.1,0.835,50,2.0,89.0,0.013999999999999999,0.016,0.12,0.032,0.0003,53,65,41,3,17,8,12,https://www.trulia.com/c/ca/p/ga/marietta/2932-tiffany-dr-sw-marietta-ga-30008--2091705370,4048677017.0,13.0,67.0,31405.0,1012.0,130670000000000.0,Block 1012,G5040,U,3817.0,U,S,25127.0,0.0,33.8821622,-84.61522099999999
4255 Smoke Creek Parkway #D008,Snellville,GA,30039.0,"$1,250 ",,24.0,Multi-Family,"1,152",,3.0,3.0,2.0,2.0,65.0,56.0,157.0,,,,1.0,5.0,1.0,6.0,1.0,3.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,33.776451,-84.054,4,4553,3.14,9.8,35.8,0.8140000000000001,49,1.9,120.0,0.024,0.0086,0.12,0.040999999999999995,0.0065,56,72,40,4,6,6,7,https://www.trulia.com/c/ca/p/ga/snellville/4255-smoke-creek-pkwy-d008-snellville-ga-30039--2346368057,4042917754.0,13.0,135.0,50709.0,2010.0,131351000000000.0,Block 2010,G5040,U,3817.0,U,S,1869074.0,20681.0,33.7809343,-84.05328259999999
2225 Pair Road Southwest,Marietta,GA,30008.0,"$1,350 ",,19.0,Single-Family Home,"1,300",,3.0,3.0,2.0,2.0,,28.0,128.0,,44.0,,1.0,4.0,1.0,5.0,1.0,3.0,94.0,3.0,0.0,0.0,9.0,1.0,1.0,2.0,6.0,0.0,29.0,2.0,33.880025,-84.618539,4,10258,3.14,9.93,35.1,0.8340000000000001,50,2.0,110.0,0.012,0.016,0.12,0.032,0.00029,54,66,42,3,17,8,11,https://www.trulia.com/c/ca/p/ga/marietta/2225-pair-rd-sw-marietta-ga-30008--1071948406,4048985446.0,13.0,67.0,31405.0,3001.0,130670000000000.0,Block 3001,G5040,U,3817.0,U,S,956253.0,0.0,33.8739557,-84.6200363
5452 Covent Way,Lithonia,GA,30058.0,"$1,145 ",1979.0,7.0,Single-Family Home,"1,227",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,2.0,1.0,4.0,1.0,3.0,92.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,10.0,2.0,7.0,2.0,33.737514000000004,-84.16685,4,10020,3.14,9.88,35.3,1.06,53,2.3,8.1,0.016,0.0094,0.34,0.059000000000000004,0.0017,66,96,35,0,7,6,11,https://www.trulia.com/c/ca/p/ga/lithonia/5452-covent-way-lithonia-ga-30058--1031441870,4048684253.0,13.0,89.0,23314.0,3009.0,130890000000000.0,Block 3009,G5040,U,3817.0,U,S,160068.0,0.0,33.7362588,-84.16674609999998
